Course_ID,Course_Name,,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5)
121,Course_121,Business,76,3164,77.4000287206085,edX,68.7290287445674,4.89633355637982
122,Course_122,Office Tools,23,2587,73.8801926493897,Udemy,146.538053992493,4.06190138061974
123,Course_123,Data Science,73,3293,93.3262515363781,Coursera,52.9360809598912,3.02046660156588
124,Course_124,Business,93,2492,98.7658237684892,edX,187.270635755436,4.74161370853126
125,Course_125,Office Tools,72,3288,76.7571843246203,Coursera,135.805493388945,4.21962922934392
126,Course_126,Finance,27,4896,68.9812067729224,Coursera,126.05595920418,4.57514602084967
127,Course_127,Programming,34,4720,77.5949325314259,Udemy,58.2059931366362,4.43642702902935
128,Course_128,Programming,28,3699,77.4832886705512,Udemy,189.9778561125,4.57765008463469
129,Course_129,Office Tools,14,1769,97.7100248691602,Coursera,36.5918134935441,3.17944688890354
130,Course_130,Office Tools,24,4708,65.7397637621917,Udemy,111.64111588787,4.75632154173713
131,Course_131,Business,29,932,55.1437998886276,edX,68.9111189985084,4.60263801513098
132,Course_132,Marketing,63,1184,60.9947756963071,edX,155.882484905466,4.23776112511052
133,Course_133,Design,17,4875,94.3303632109777,edX,33.9909481205346,4.12664406631381
134,Course_134,Finance,86,1418,70.043987969555,Coursera,156.998097960175,3.89725467446531
135,Course_135,Marketing,21,2963,61.7131499063221,LinkedIn Learning,184.029969131852,4.42668461892228
136,Course_136,Technology,98,2718,81.0387206526316,LinkedIn Learning,39.8886117298403,3.51971389898071
137,Course_137,Business,86,540,60.5984569786116,Coursera,11.5432027969509,4.33797236552176
138,Course_138,AI,13,118,66.5686681059155,LinkedIn Learning,17.3827237559026,3.49924396595805
139,Course_139,Business,83,497,64.6964335181293,LinkedIn Learning,151.83830280263,4.37244707144268
140,Course_140,AI,54,3873,67.5633532872984,Udemy,48.8995190841392,4.1810016716913
141,Course_141,Design,94,3599,97.2833969437759,Udemy,78.2814597520028,4.41912449447581
142,Course_142,Office Tools,94,2987,71.0939421068747,Udemy,69.5906744370838,4.67886313231516
143,Course_143,Design,58,555,69.6611893129325,LinkedIn Learning,158.726288043297,3.30603039543591
144,Course_144,Finance,42,4539,51.6000965222287,LinkedIn Learning,27.4755839869486,3.30620924438441
145,Course_145,Programming,19,4832,58.1079812542917,edX,32.9687648080686,4.67768727405496
146,Course_146,Design,27,3361,88.6168038299279,edX,192.844317217836,4.2883210782755
147,Course_147,Finance,81,3612,85.9504895038976,Udemy,115.269027429993,4.90530971734673
148,Course_148,Finance,37,734,95.347768567135,Udemy,126.294765808802,4.77814222065552
149,Course_149,Finance,68,3540,58.5946950506505,edX,190.314370047842,4.23978919656621
150,Course_150,Technology,76,2521,63.9005242772356,Udemy,135.583248509778,3.42909140378404
151,Course_151,Business,79,226,71.3751024614051,edX,113.699375068969,4.48108425545542
152,Course_152,Programming,42,4090,52.6500494690641,LinkedIn Learning,86.0967562647982,4.84316531532377
153,Course_153,AI,51,231,88.0782480912956,Udemy,102.181001029136,3.44993348626065
154,Course_154,Design,83,1418,82.5215944002672,edX,139.153578056934,4.85111961667999
155,Course_155,Business,77,4134,74.7897764034505,Coursera,142.471384913952,4.48217125764868
156,Course_156,Technology,48,3695,88.8869909676689,LinkedIn Learning,140.537825696232,3.14561575928358
157,Course_157,Finance,25,4082,82.3392683809676,LinkedIn Learning,124.653766238741,3.04365095990326
158,Course_158,Technology,92,909,77.6030081419835,Udemy,167.638102245352,3.31844560347047
159,Course_159,Programming,100,4019,64.3177736133275,Coursera,99.3447781785334,3.29027818285692
160,Course_160,Office Tools,33,4786,77.9990180336186,LinkedIn Learning,52.377338773251,3.485582323841
161,Course_161,Marketing,64,1077,68.9214974217194,Udemy,170.190576227317,4.64495694963866
162,Course_162,Marketing,97,959,84.9028606991174,Udemy,14.3708260640478,3.96029038697112
163,Course_163,Marketing,58,2621,55.5684252844988,LinkedIn Learning,95.1333290538328,3.53880783826451
164,Course_164,Office Tools,99,2774,73.6644648393861,edX,115.442208498,4.74657218032306
165,Course_165,Programming,26,3747,78.2984164209153,Coursera,159.021130902651,3.26844212455669
166,Course_166,Data Science,18,1315,68.1401468045933,edX,104.6146237943,4.96168940605532
167,Course_167,Finance,79,340,99.2613115877625,edX,174.28350701289,4.63532021298863
168,Course_168,Data Science,32,3920,98.4471024590613,edX,84.4951163470239,3.29741530659617
169,Course_169,Programming,37,276,63.0846540441172,Coursera,118.765571802627,3.7566240660381
170,Course_170,Technology,70,4337,80.4986786346733,LinkedIn Learning,86.0256096100938,3.56785250036664
171,Course_171,Office Tools,18,4946,99.3991558595453,Coursera,64.4489271066156,4.57140141339458
172,Course_172,Marketing,38,2276,88.5950346629005,Udemy,113.123356180517,4.91496587015826
173,Course_173,Finance,34,1936,54.5294878885922,LinkedIn Learning,33.4636285612391,3.61175904164512
174,Course_174,Technology,75,1851,85.8384596989634,edX,157.435804805485,3.37895138826464
175,Course_175,Design,11,105,54.2957015337111,Coursera,66.2708628319467,4.97269474037256
176,Course_176,Programming,92,1407,65.3974919535441,edX,135.009895041002,4.69521190567658
177,Course_177,Finance,40,1057,91.3970788453853,Coursera,188.210052481073,3.57308933319872
178,Course_178,Office Tools,29,342,63.0921808880991,Udemy,149.495253867751,3.99253391093033
179,Course_179,Office Tools,36,2475,60.1539671809339,edX,110.614101542099,3.43163118292111
180,Course_180,Finance,36,386,64.4059130694338,LinkedIn Learning,139.974541296109,4.92132201591357
181,Course_181,AI,13,319,85.6360924915682,Udemy,123.105396282128,3.20091223351427
182,Course_182,AI,84,190,75.7930842057446,edX,117.708731579704,3.20706694572079
183,Course_183,Technology,97,1316,68.844498614809,edX,27.9816592670731,4.44096930484075
184,Course_184,Programming,90,1042,91.5518357749487,Udemy,106.185087347392,3.65944509979728
185,Course_185,Design,80,4442,72.4818791286712,edX,183.504933803206,3.42217954105911
186,Course_186,Programming,30,1226,63.0194493104134,Coursera,158.154175775775,4.7483913164133
187,Course_187,Finance,10,2041,63.570670299349,Coursera,62.9440391566691,3.43718154588898
188,Course_188,Finance,94,2555,61.7883474001689,edX,136.45784452417,3.267119059426
189,Course_189,Technology,68,1169,75.2212138461915,Coursera,167.526547004626,4.95103829791111
190,Course_190,Finance,65,1670,83.6102977799275,LinkedIn Learning,130.912660752367,4.75409150497058
191,Course_191,Business,40,1002,55.081417441757,LinkedIn Learning,68.8421277215677,4.86603923424975
192,Course_192,Data Science,51,3402,66.58025118655,Udemy,114.567602935048,4.89872347724599
193,Course_193,Data Science,77,4980,92.6164990323011,Udemy,179.47262123788,3.31310959518932
194,Course_194,Business,71,1024,89.0196966384733,LinkedIn Learning,92.4403979888003,4.89821534218362
195,Course_195,Data Science,85,4724,58.8354794756686,edX,198.168296855921,3.86577570689563
196,Course_196,Programming,90,4369,64.2558618373878,Udemy,89.2327171332468,4.62790434382109
197,Course_197,Technology,98,3198,83.5288585023258,LinkedIn Learning,196.571006042203,4.54230204727782
198,Course_198,AI,63,1049,65.464662374665,edX,82.4644931725229,3.68411708918398
199,Course_199,Data Science,61,875,85.213502459937,edX,140.218376815233,4.65691297529064
200,Course_200,Technology,33,1737,79.1932915074254,Udemy,136.491625306834,4.45994180166681
201,Course_201,Business,43,1825,91.8759627522584,Udemy,37.9091839515233,4.10273715953808
202,Course_202,Finance,36,3408,78.140415621125,Coursera,182.259203241169,3.00397099720961
203,Course_203,Technology,39,2539,97.6254188328739,Udemy,125.419773453501,4.15830313849582
204,Course_204,Finance,85,2532,68.5617629796701,LinkedIn Learning,47.9564683367999,3.14585369068768
205,Course_205,Design,12,4873,65.6492962203245,Udemy,48.5961722246211,4.31409976400894
206,Course_206,Finance,72,338,97.5801499374936,edX,74.5474321727684,3.08796300904952
207,Course_207,Programming,83,3962,94.9141497874212,edX,127.23234456867,3.58020611258055
208,Course_208,Finance,49,3337,59.6483183591232,edX,35.6360500890712,4.31266306615406
209,Course_209,Marketing,15,2101,96.6162521749371,Udemy,133.570857428631,4.27272213289031
210,Course_210,Office Tools,40,3193,89.9036336814921,LinkedIn Learning,122.055145174623,3.71596817693752
211,Course_211,Finance,35,1419,92.9958024068586,Udemy,30.0024699386296,3.49664817117965
212,Course_212,Technology,62,979,69.556409233647,Coursera,64.5765018847904,4.80039810382268
213,Course_213,AI,60,2851,73.9749108506028,LinkedIn Learning,190.074253785653,4.19375348631408
214,Course_214,Design,27,2938,89.8786821859457,LinkedIn Learning,175.010799046452,3.76199441591
215,Course_215,Data Science,45,2775,97.5442360630775,edX,162.107149486159,4.15916987252252
216,Course_216,Design,90,2143,94.314095323871,edX,196.350727365486,4.10087157326251
217,Course_217,Finance,88,597,68.1346888921009,edX,148.390465780955,3.32077062475095
218,Course_218,Marketing,35,1180,74.7021783330455,LinkedIn Learning,63.4728384072661,4.11384665007545
219,Course_219,Office Tools,43,4685,67.7050290664887,LinkedIn Learning,116.949882232603,3.82985243364858
220,Course_220,Programming,80,2334,89.4508258898908,edX,19.915763816734,4.48646187770155
221,Course_221,Data Science,21,1578,96.5647485900416,Coursera,75.2545160121922,4.42920111421127
222,Course_222,Design,60,1758,85.7630514663119,edX,68.1449051399674,4.20129383174509
223,Course_223,Design,49,1047,87.7686623218013,Udemy,109.545748261633,3.0465179012477
224,Course_224,Programming,52,3448,79.3908326687803,Coursera,46.7085760213617,3.51369882213342
225,Course_225,Technology,62,2956,58.4945092858871,edX,116.753218825008,3.15474791875405
226,Course_226,Technology,44,3173,98.5438382334204,Coursera,78.9751116757679,3.84161368260509
227,Course_227,Finance,69,3648,81.4435227135326,Udemy,50.2707878946734,4.71242346719645
228,Course_228,Marketing,49,1993,92.526850319711,Udemy,188.758482708788,4.16543954882121
229,Course_229,Finance,88,4481,70.3722890322181,Coursera,170.214677383052,3.79739377914294
230,Course_230,Finance,35,929,73.267440067024,Udemy,141.789947491288,4.78932799472751
231,Course_231,Business,10,1574,57.1521079793782,LinkedIn Learning,24.3973782302464,3.02807707639876
232,Course_232,Design,39,2019,97.1495474177303,Coursera,118.703656651457,4.4498175116922
233,Course_233,Technology,67,457,65.7517079726,LinkedIn Learning,28.1749686817658,3.16698637372183
234,Course_234,Marketing,36,343,75.108608235281,Coursera,12.8576362557972,4.80611744099899
235,Course_235,Finance,87,420,73.8731373455775,edX,68.0192670025505,3.75115125750069
236,Course_236,Technology,69,1722,95.5555940319094,Coursera,59.2504331504995,4.32166683912788
237,Course_237,Design,20,1279,84.7739978839361,edX,86.8475084916347,4.45279703321781
238,Course_238,Technology,100,2781,90.1946347772544,Udemy,127.386072680121,3.67160496879205
239,Course_239,Programming,98,1321,97.7661903966198,edX,167.119477156774,3.28600940733749
240,Course_240,Programming,83,1159,67.8172796882351,edX,18.9071441423101,3.83910845214912
241,Course_241,Business,29,2739,60.648814692732,Udemy,193.345494873191,3.80735051178518
242,Course_242,Programming,91,2243,95.8263839823871,Udemy,114.638212099136,4.58545215638366
243,Course_243,Programming,37,302,56.0260410115649,edX,196.889094854267,4.29598720531128
244,Course_244,Technology,59,2748,92.5197941137983,Udemy,77.8696961228165,4.02285355379894
245,Course_245,Programming,34,2009,76.6700318024303,Coursera,160.474119887869,4.63183181766259
246,Course_246,Technology,36,2713,60.3409786855678,edX,101.192522917265,3.34420391770063
247,Course_247,Design,61,1375,84.5140734314222,edX,73.3974222712134,3.2387127453209
248,Course_248,Data Science,36,248,81.6639958864907,Coursera,183.851567951832,4.68211418511278
249,Course_249,Data Science,21,2758,92.7047396213388,LinkedIn Learning,59.4516828363645,3.68080387905685
250,Course_250,Data Science,41,4862,55.0919096494255,Udemy,157.691682867147,3.06215422359853
251,Course_251,Marketing,68,1427,95.8193047744387,edX,101.475034888294,3.90847943200704
252,Course_252,Business,97,4358,94.2155434184994,Coursera,58.1713710856327,4.15765671322231
253,Course_253,Business,48,3335,74.7801463778741,Udemy,38.0338681870399,3.24244679335349
254,Course_254,Technology,76,119,64.1767548097481,Coursera,175.363101350996,4.27621620802059
255,Course_255,Business,94,1604,55.1394418477653,Coursera,108.722415149085,4.75492148584654
256,Course_256,Programming,77,3044,50.1823408859154,Udemy,112.375267215633,3.97114756059216
257,Course_257,Data Science,53,3793,97.6598854773585,Coursera,61.1256865937748,3.18983012708813
258,Course_258,Design,62,1326,96.1391245672619,edX,62.782366767876,3.10357661159794
259,Course_259,Programming,21,388,50.7435324128077,edX,83.1408128207901,3.33558604309159
260,Course_260,Finance,42,4054,70.0886150190554,Udemy,119.745120141827,3.7270084281522
261,Course_261,Office Tools,83,2660,57.6614121121342,LinkedIn Learning,85.6193698250883,3.81370779604905
262,Course_262,Technology,16,1627,74.3643294035572,Coursera,135.702662953963,3.67995682924557
263,Course_263,Office Tools,79,3294,69.1029841719871,Udemy,189.149032425316,3.74624700281228
264,Course_264,Data Science,35,3410,86.3140769137211,edX,183.939484367807,3.87975365697519
265,Course_265,Technology,83,4696,73.6917119799723,Udemy,150.640778580931,3.00849945805143
266,Course_266,Design,91,4473,59.1796393175724,Coursera,100.670497150569,3.26390882899391
267,Course_267,Design,100,2943,62.6380583656107,Udemy,165.546972769977,4.32175479355522
268,Course_268,Office Tools,55,143,83.7732042140387,Coursera,189.462115635133,4.5947475250299
269,Course_269,Programming,17,3238,64.671350688824,Coursera,37.1910080465397,3.38095882714952
270,Course_270,Business,24,3757,87.5889969570526,Coursera,146.900534388666,3.57865839127316
271,Course_271,Technology,21,4298,58.3596619011978,Udemy,176.298953533043,4.93707585130641
272,Course_272,Office Tools,93,1165,58.095508004101,LinkedIn Learning,199.197976074799,4.83262451551879
273,Course_273,Data Science,94,1884,92.7000739519412,edX,19.5778318690192,4.90778591934332
274,Course_274,Finance,85,2105,92.9177866169272,Coursera,79.9350733054243,3.27112530953256
275,Course_275,Programming,67,2739,66.0324450847957,Udemy,121.133734169843,3.21379658056579
276,Course_276,Office Tools,53,4828,58.6418009131941,edX,124.612599321186,4.07395679991806
277,Course_277,Design,37,2506,77.5116908853566,Udemy,146.396096412473,3.30331132335125
278,Course_278,Design,91,4995,70.3682303103005,edX,74.7693545832528,3.02462121835684
279,Course_279,Business,19,3860,81.2701927295432,Coursera,19.7173001217785,3.64950728353137
280,Course_280,Technology,29,2559,63.7842192189872,edX,171.460026613853,3.81566041016538
281,Course_281,AI,45,3541,61.4108666558841,Udemy,189.391309085095,3.87358144502301
282,Course_282,Data Science,49,197,61.994048282539,Udemy,158.529495907771,3.08068076375302
283,Course_283,Business,97,792,73.5815424554675,Udemy,189.915928423253,3.34007228742447
284,Course_284,Office Tools,22,4289,50.182206035965,Coursera,123.650736145996,4.50663807197739
285,Course_285,Data Science,97,324,60.3977282063586,Coursera,56.3307863175103,3.83812869897818
286,Course_286,Data Science,98,3497,53.8073314000066,Udemy,194.00036253332,3.41652844555038
287,Course_287,Finance,93,2716,99.5363105485851,edX,195.906203694,4.92947570656427
288,Course_288,Programming,98,396,83.4938049519366,edX,103.705680598117,3.17941253335343
289,Course_289,AI,93,2131,73.1416980068557,Coursera,175.834219244301,3.87922267536417
290,Course_290,Marketing,31,2406,79.9584376551363,edX,168.802638019307,4.71491771344184
291,Course_291,Data Science,28,384,62.364647282326,Udemy,28.1576971851663,4.0760718682538
292,Course_292,Technology,66,3555,93.1023859892245,edX,16.5141997922582,3.3311325638629
293,Course_293,Office Tools,79,4685,62.5361775146104,Coursera,129.954389602278,3.35348060128488
294,Course_294,Data Science,14,1922,85.9900808170052,edX,71.7350389591477,3.82333328533215
295,Course_295,Data Science,21,4695,84.3125375579462,Udemy,180.199198414997,4.04989988774268
296,Course_296,Marketing,55,4619,67.9185914568147,LinkedIn Learning,190.379633820414,3.79408954165173
297,Course_297,AI,85,3552,71.7702528700652,LinkedIn Learning,83.3576088849956,4.03089200690264
298,Course_298,Data Science,29,504,72.7806015042735,edX,112.088100172914,3.11083151687876
299,Course_299,Programming,98,1855,97.5925367353738,Coursera,130.414844673076,3.4903781651872
300,Course_300,Programming,10,264,65.6914441907423,LinkedIn Learning,79.5674834243384,4.60953375942144
301,Course_301,Marketing,59,1845,82.2613212988293,edX,90.0973935835649,3.23478656340869
302,Course_302,Design,77,2588,80.8477794619651,Coursera,182.84114972264,3.62811499938859
303,Course_303,Technology,90,1203,77.3037236381722,Udemy,163.400357432496,4.1238366929985
304,Course_304,Marketing,39,664,80.3395264625817,Coursera,28.394019883179,4.23869058053322
305,Course_305,Office Tools,36,1950,75.7529358714548,LinkedIn Learning,49.1652652478964,4.80205005647933
306,Course_306,Design,44,4089,87.532689446393,LinkedIn Learning,123.948121692003,4.42760796379749
307,Course_307,Marketing,85,607,76.5402794799608,LinkedIn Learning,125.589219129538,4.09279422830408
308,Course_308,Technology,91,4224,84.4494964330352,Coursera,66.1292532901909,4.19867458607185
309,Course_309,Business,84,4181,56.530286049698,edX,157.804704687658,4.07555696386374
310,Course_310,Technology,15,828,57.3293130033025,Udemy,182.657369566291,3.12822855524708
311,Course_311,Marketing,44,2507,91.3873241741862,LinkedIn Learning,88.797228803366,3.76103838397812
312,Course_312,Programming,30,2507,79.9022399644876,Coursera,171.398697216297,4.31300721267782
